epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,59.3071,0.38299,0.36385,0.80939,0.89414,0.81818,0.75856,0.72187,0.43014,0.7003,0.86301,0.0001982,0.0001982,0.0001982
184,59.5777,0.40066,0.37199,0.82256,0.89427,0.81818,0.76362,0.7255,0.41834,0.70772,0.86248,0.0001883,0.0001883,0.0001883
185,59.8472,0.41247,0.41156,0.82399,0.89431,0.81818,0.76412,0.73721,0.40961,0.71304,0.86338,0.0001784,0.0001784,0.0001784
186,60.1181,0.33659,0.40471,0.82035,0.89416,0.81818,0.76493,0.7378,0.41543,0.72978,0.86556,0.0001685,0.0001685,0.0001685
187,60.3871,0.31689,0.35509,0.80067,0.89403,0.81818,0.76455,0.73745,0.41866,0.74075,0.86637,0.0001586,0.0001586,0.0001586
188,60.6569,0.42183,0.46372,0.82391,0.89371,0.81818,0.76415,0.73707,0.4231,0.75076,0.86669,0.0001487,0.0001487,0.0001487
189,60.9266,0.37426,0.34361,0.82503,0.8934,0.81818,0.76357,0.73661,0.42726,0.75586,0.86373,0.0001388,0.0001388,0.0001388
190,61.1962,0.33691,0.38561,0.82749,0.89295,0.81818,0.76404,0.73692,0.42694,0.76127,0.86247,0.0001289,0.0001289,0.0001289
191,61.9095,0.24852,0.33718,0.79001,0.89253,0.81818,0.7642,0.75403,0.42522,0.74579,0.86192,0.000119,0.000119,0.000119
192,62.2047,0.26953,0.35472,0.77036,0.89225,0.81818,0.76467,0.74575,0.42243,0.74536,0.86084,0.0001091,0.0001091,0.0001091
193,62.4772,0.28286,0.34251,0.78538,0.89206,0.81818,0.75594,0.73665,0.42428,0.74679,0.86151,9.92e-05,9.92e-05,9.92e-05
194,62.7498,0.31777,0.34045,0.75467,0.8919,0.81818,0.76527,0.75182,0.42691,0.75339,0.86174,8.93e-05,8.93e-05,8.93e-05
195,63.0222,0.26865,0.35399,0.77615,0.89198,0.81818,0.76454,0.75133,0.42784,0.74865,0.86276,7.94e-05,7.94e-05,7.94e-05
196,63.2939,0.31313,0.35596,0.79006,0.89173,0.81818,0.76416,0.7511,0.42651,0.74502,0.86342,6.95e-05,6.95e-05,6.95e-05
197,63.5667,0.28441,0.34962,0.78619,0.89153,0.81818,0.76385,0.7508,0.42149,0.75236,0.86523,5.96e-05,5.96e-05,5.96e-05
198,63.8385,0.2592,0.33809,0.76101,0.89146,0.81818,0.75445,0.74099,0.42414,0.75335,0.86599,4.97e-05,4.97e-05,4.97e-05
199,64.1102,0.26539,0.34442,0.77554,0.89136,0.81818,0.74466,0.72032,0.42643,0.75856,0.86652,3.98e-05,3.98e-05,3.98e-05
200,64.3817,0.28474,0.33767,0.81478,0.89115,0.81818,0.74476,0.72039,0.42668,0.75377,0.86712,2.99e-05,2.99e-05,2.99e-05
